Block Group ID,Population,Parcels,School Kids,Households,Square Miles,Violent Crime Rate,Property Crime Rate,Nuisance Calls Rate,Vice Calls Rate,Animal Calls Rate,Median Household Income,Assessed Value 2012,Foreclosure Starts,Estimated Tax Bill 2012,Land Value Per Acre 2012,% School Aged Children,Household Size,PopDen,% High School or More,% Bachelors or More,Unemployment Rate,% In Labor Force,% on Public Assistance,Poverty Rate,Child Poverty Rate,% Owner Occupied,% Renter Occupied,Vacant Structures,Vacant Lots,Out of Town Owners,City Demolitions,Blighted Properties,Certs of Compliance/Occupancy Issued,Population Under 9,Population 10-17,Population 18-21,Population 22-29,Population 30's,Population 40's,Population 50's,Population 60's,Population Over 70,American Indian Population,Asian Population,Black Population,All Other Population,White Population,% Commercial Land Use,% Industrial Land Use,% Other Land Use,% Residential Land Use,% Vacant Land Use
360550069002,1195,347,258,573,0.19,9.2,34.3,107.1,23.4,61.1,"18,145","30,000",6,969.08,"31,620",21.6,2.1,6244.8,70.51,8.66,22.67,56.2,57.89,50.3,76.60,31.41,68.59,28,34,30,1,8,22,190,138,89,157,106,109,121,113,156,4,17,918,82,178,6.4,1.5,0.6,81.7,9.9
360550070001,1309,441,308,489,0.12,3.1,35.9,92.4,18.3,45.8,"41,330","57,000",7,1781.85,"52,775",23.5,2.6,11344.6,94.08,24.43,7.28,67.4,28.62,16,26.00,52.83,47.17,11,11,20,0,5,28,189,175,117,169,150,173,156,99,71,5,15,1033,61,200,3.6,0.0,1.4,92.5,2.5
360550070002,1070,321,145,434,0.09,4.7,23.4,98.1,27.1,30.8,"41,330","63,400",5,1981.91,"48,231",13.6,2.5,11859.9,94.08,24.43,8.89,65.8,28.62,16,26.00,48.60,51.40,6,5,18,0,2,17,109,104,151,230,106,127,111,74,50,1,21,566,71,412,2.5,0.0,0.9,95.0,1.6
360550070003,584,263,48,252,0.20,0.0,22.3,106.2,32.5,61.6,"41,330","71,000",4,2282.02,"53,661",8.2,2.3,2954.5,94.08,24.43,3.58,61.0,28.62,16,26.00,60.46,39.54,5,33,42,0,3,10,46,38,61,153,62,63,72,53,29,2,31,206,24,323,1.4,0.0,1.4,85.6,11.6
360550071001,762,247,142,284,0.06,2.6,31.5,47.2,5.2,35.4,"42,961","59,700",8,1866.25,"51,424",18.6,2.7,12613.6,81.42,21.43,0.00,59.3,47.36,20.6,33.40,62.35,37.65,7,2,19,0,3,11,110,98,60,101,97,99,95,66,31,2,16,586,38,122,0.0,0.0,0.0,99.2,0.8
360550071002,1131,407,160,444,0.10,0.9,23.9,59.2,0.0,38.0,"42,961","68,000",13,2125.71,"52,591",14.1,2.6,11199.6,81.42,21.43,16.54,78.1,47.36,20.6,33.40,67.32,32.68,13,9,25,0,5,20,147,129,73,171,135,184,148,82,49,2,13,673,70,375,1.0,0.0,0.0,96.8,2.2
360550071003,629,200,159,233,0.04,6.4,38.2,146.3,17.5,57.2,"42,961","52,000",1,1625.55,"61,055",25.3,2.7,14282.9,81.42,21.43,10.53,51.9,47.36,20.6,33.40,49.50,50.50,9,8,22,0,3,12,107,91,42,69,80,82,72,52,28,0,8,516,44,61,8.6,0.0,0.0,87.3,4.1
360550071004,655,233,96,274,0.07,0.0,27.5,76.3,4.6,30.5,"42,961","67,500",6,2110.08,"47,193",14.7,2.4,9101.4,81.42,21.43,9.29,54.8,47.36,20.6,33.40,65.67,34.33,3,2,13,0,0,17,84,70,58,82,87,94,99,53,23,0,5,373,25,252,0.4,0.0,0.4,98.3,0.9
360550075001,1051,310,194,474,0.19,8.6,133.2,206.5,49.5,103.7,"21,594","40,100",4,1281.68,"51,149",18.5,2.2,5444.3,74.30,3.98,9.17,30.6,36.12,34.1,43.60,34.19,65.81,20,16,42,0,17,21,133,136,87,109,92,130,133,121,92,8,8,793,92,158,10.7,1.6,2.9,79.6,5.2
360550075002,773,181,184,292,0.06,6.5,42.7,100.9,49.2,94.4,"21,594","59,100",5,1853.75,"45,299",23.8,2.7,12227.3,74.30,3.98,5.37,58.4,36.12,34.1,43.60,48.07,51.93,16,5,15,0,12,14,124,116,58,89,71,129,90,49,39,0,2,645,51,75,8.3,0.0,2.2,86.7,2.8
360550075003,1101,345,293,390,0.09,7.3,24.5,204.4,79.9,78.1,"21,594","45,600",6,1425.48,"51,374",26.6,2.8,12320.9,74.30,3.98,3.83,55.6,36.12,34.1,43.60,45.51,54.49,21,4,34,0,16,29,197,164,93,120,108,146,138,78,51,7,2,927,50,122,4.6,0.0,0.9,93.3,1.2
360550076001,790,338,38,357,0.16,1.3,22.8,36.7,2.5,16.5,"51,484","182,000",2,5689.41,"71,921",4.8,2.2,4981.7,88.71,50.72,6.62,68.3,38.25,11.6,10.00,80.47,19.53,2,8,6,0,0,4,67,51,16,86,112,112,152,91,90,1,8,53,19,710,2.4,0.0,1.5,93.8,2.4
360550076002,748,349,64,362,0.10,2.7,32.1,65.5,10.7,25.4,"51,484","73,000",6,2282.02,"49,378",8.6,2.1,7277.6,88.71,50.72,15.33,80.1,38.25,11.6,10.00,71.92,28.08,6,9,7,0,1,18,85,58,35,117,144,109,97,65,27,6,6,117,66,559,5.2,0.3,0.9,91.1,2.6
360550076003,775,360,50,370,0.10,1.3,28.4,68.4,9.0,33.5,"51,484","90,000",7,2813.44,"71,228",6.5,2.1,7389.8,88.71,50.72,7.43,86.9,38.25,11.6,10.00,88.33,11.67,5,2,8,0,1,7,83,41,21,124,163,122,119,64,34,2,10,132,43,590,1.9,0.0,0.8,96.7,0.6
360550076004,625,267,77,300,0.14,12.8,64.0,180.8,24.0,56.0,"51,484","75,000",2,2344.54,"47,212",12.3,2.1,4510.1,88.71,50.72,14.47,68.6,38.25,11.6,10.00,65.17,34.83,5,3,5,0,1,9,67,49,38,88,100,121,82,39,34,9,0,160,69,396,12.0,2.6,0.7,83.5,1.1
360550077001,1122,265,46,588,0.18,1.8,13.4,13.4,4.5,7.1,"47,000","129,000",1,4126.38,"68,509",4.1,1.8,6380.0,88.31,47.29,7.79,61.1,50.00,7.7,8.40,78.11,21.89,0,14,22,0,0,4,79,61,30,202,130,151,151,87,221,1,31,141,53,897,4.0,2.0,2.0,86.6,5.5
360550077002,761,361,54,378,0.27,0.0,27.6,46.0,7.9,31.5,"47,000","104,550",1,3313.61,"69,524",7.1,2.0,2803.8,88.31,47.29,0.82,80.0,50.00,7.7,8.40,69.25,30.75,6,4,9,0,2,13,73,48,23,123,138,124,115,54,52,9,12,67,43,639,11.1,1.4,0.8,85.6,1.1
360550077003,907,299,87,435,0.11,2.2,19.8,63.9,3.3,59.5,"47,000","83,000",2,2594.62,"74,751",9.6,2.1,8244.6,88.31,47.29,1.43,61.4,50.00,7.7,8.40,67.56,32.44,2,6,7,0,1,9,92,69,39,146,169,114,132,69,69,6,11,168,60,668,4.8,0.3,0.3,92.5,2.0
360550078011,1123,291,16,531,0.09,0.9,14.2,82.8,0.0,24.9,"51,522","200,000",0,6252.10,"87,204",1.4,2.1,13179.0,94.35,63.61,5.64,86.7,2.35,13.8,33.80,52.58,47.42,1,6,19,0,1,29,62,16,88,468,168,97,93,83,41,3,29,66,28,1000,8.1,0.0,0.0,89.6,2.2
360550078012,1335,435,22,925,0.28,1.5,61.4,95.9,4.5,30.0,"51,522","183,000",0,6236.47,"76,168",1.6,1.4,4756.1,94.35,63.61,5.03,51.6,2.35,13.8,33.80,39.31,60.69,0,16,139,0,0,39,34,21,41,340,150,137,163,146,286,1,40,80,40,1175,22.0,2.5,4.6,65.9,5.0
360550078021,596,298,19,310,0.31,1.7,26.8,36.9,0.0,31.9,"71,971","175,000",1,5470.58,"68,752",3.2,1.9,1946.3,91.34,63.12,0.00,85.9,8.42,2.4,0.00,74.50,25.50,0,19,9,0,0,10,58,28,11,70,70,86,100,92,73,0,27,39,23,507,6.7,1.3,1.0,84.6,6.4
360550078022,899,400,32,455,0.53,0.0,13.3,38.9,8.9,62.3,"71,971","176,000",2,5626.89,"73,905",3.6,2.0,1709.0,91.34,63.12,3.70,70.5,8.42,2.4,0.00,73.50,26.50,0,27,13,0,0,9,73,51,17,91,115,114,188,150,84,3,16,53,24,806,2.6,0.0,2.3,88.2,6.9
360550079001,1204,419,324,430,0.13,13.3,52.3,291.5,260.8,93.9,"21,964","36,000",9,1125.38,"46,803",26.9,2.8,9028.5,62.82,3.41,19.39,51.1,59.74,67.8,88.50,36.75,63.25,37,34,51,1,12,26,249,168,83,145,140,152,139,65,57,6,18,552,243,391,7.3,0.5,1.5,82.5,8.3
360550079002,711,232,215,229,0.06,25.3,39.4,257.4,275.7,116.7,"21,964","33,700",1,1053.48,"44,936",30.2,3.1,11163.8,62.82,3.41,26.13,20.8,59.74,67.8,88.50,32.76,67.24,19,14,30,0,12,10,150,106,53,83,104,92,59,33,27,3,0,428,122,161,4.0,1.3,0.9,87.7,6.2
360550080001,1055,341,269,354,0.08,12.3,50.2,163.0,121.3,74.9,"27,404","38,000",7,1187.90,"44,561",25.5,3.0,13677.8,60.83,6.43,8.80,42.0,22.61,41.3,58.30,34.31,65.69,22,36,35,1,13,25,193,164,68,119,137,152,124,67,27,4,9,590,240,216,7.6,0.3,0.6,80.6,10.9
360550080002,539,185,195,190,0.05,24.1,76.1,209.6,37.1,103.9,"27,404","32,000",3,1000.34,"33,146",36.2,2.8,10145.7,60.83,6.43,20.87,48.8,22.61,41.3,58.30,28.11,71.89,18,18,29,2,16,10,127,61,40,53,77,62,50,33,33,0,0,310,120,109,5.1,0.6,3.4,80.9,10.1
360550080003,805,254,226,257,0.06,7.5,41.0,109.3,34.8,79.5,"27,404","38,500",2,1203.53,"40,377",28.1,3.1,14035.2,60.83,6.43,30.61,62.7,22.61,41.3,58.30,43.70,56.30,13,6,24,1,8,10,139,130,45,81,107,109,96,58,34,1,4,493,168,140,4.8,0.4,2.0,90.4,2.4
360550081001,1134,390,204,411,0.25,15.9,97.0,318.3,66.1,72.3,"28,586","57,000",9,1813.11,"44,218",18.0,2.5,4549.0,80.83,10.36,8.81,61.8,27.80,21.4,38.70,61.54,38.46,10,11,20,0,1,17,136,144,64,122,122,163,143,103,127,6,33,417,239,445,7.8,0.0,1.3,88.1,2.8
360550081002,1153,329,283,351,0.07,6.9,30.4,115.4,104.9,79.8,"28,586","42,000",9,1312.94,"43,716",24.5,3.2,16786.2,80.83,10.36,13.65,66.5,27.80,21.4,38.70,42.86,57.14,14,8,42,0,12,18,214,193,99,137,158,149,105,59,35,12,8,664,219,262,2.5,0.0,0.9,94.2,2.5
360550081003,1003,364,246,350,0.08,6.0,32.9,103.7,13.0,60.8,"28,586","44,000",9,1375.46,"41,331",24.5,2.9,12015.9,80.83,10.36,0.00,62.8,27.80,21.4,38.70,59.34,40.66,17,15,25,1,5,14,167,129,78,97,135,146,114,72,56,6,16,464,188,335,1.7,0.0,0.3,93.9,4.2
360550081004,1100,318,163,478,0.19,6.4,395.5,132.7,7.3,80.9,"28,586","60,500",7,1906.89,"47,800",14.8,2.3,5889.6,80.83,10.36,10.31,54.5,27.80,21.4,38.70,63.21,36.79,10,25,17,0,3,19,148,79,68,164,149,164,139,80,99,7,31,362,211,496,9.0,0.0,1.3,81.7,8.0
360550082001,1077,422,196,425,0.12,15.8,31.6,72.4,16.7,56.6,"42,821","56,000",6,1750.59,"49,762",18.2,2.5,9044.1,74.90,13.21,3.39,73.1,25.57,19.5,24.40,63.03,36.97,9,17,24,0,2,24,162,120,54,152,144,150,131,73,83,3,14,395,205,463,3.8,0.0,0.5,91.7,4.0
360550082002,941,295,229,323,0.08,8.5,22.3,102.0,82.9,62.7,"42,821","52,000",3,1625.55,"55,214",24.3,2.9,11402.0,74.90,13.21,19.56,83.4,25.57,19.5,24.40,61.02,38.98,5,8,9,1,0,22,153,147,60,113,119,146,97,48,52,5,13,436,173,319,5.1,0.0,0.7,91.5,2.7
360550082003,1055,328,259,351,0.07,3.8,22.7,109.0,161.1,66.4,"42,821","51,200",9,1606.79,"55,443",24.5,3.0,14582.2,74.90,13.21,15.43,69.3,25.57,19.5,24.40,62.80,37.20,11,7,11,0,10,12,170,169,91,116,138,156,111,66,34,1,3,531,255,266,4.3,0.0,0.0,93.6,2.1
360550083011,804,150,164,366,0.12,12.4,38.6,150.5,19.9,49.8,"33,621","68,950",0,2156.97,"43,830",20.4,2.2,6778.4,77.42,15.82,17.70,70.9,24.97,20,27.50,63.33,36.67,2,9,11,0,1,9,170,81,53,132,107,97,79,41,41,0,8,329,151,316,13.2,0.0,2.1,78.5,6.3
360550083012,1027,424,179,418,0.12,2.9,21.4,45.8,2.9,57.4,"33,621","62,750",6,1961.60,"48,181",17.4,2.5,8253.8,77.42,15.82,14.08,67.0,24.97,20,27.50,76.42,23.58,9,17,6,0,2,10,140,103,57,124,130,148,143,76,95,6,16,255,172,584,0.7,0.0,0.0,95.3,4.0
360550083013,1308,503,281,544,0.25,6.1,27.5,74.9,34.4,55.8,"33,621","62,000",7,1938.15,"46,664",21.5,2.4,5276.5,77.42,15.82,5.95,55.8,24.97,20,27.50,70.97,29.03,9,18,13,0,4,28,199,135,83,127,195,212,173,95,76,2,9,498,241,560,2.8,0.2,1.0,92.4,3.6
360550083014,909,214,74,414,0.13,1.1,23.1,79.2,11.0,18.7,"33,621","73,000",5,2282.02,"44,340",8.1,2.2,6821.2,77.42,15.82,9.21,53.8,24.97,20,27.50,81.31,18.69,2,7,3,0,0,7,162,62,65,115,118,142,115,71,50,3,9,326,124,450,1.4,0.0,0.5,94.8,3.3
360550084001,997,347,224,360,0.09,10.0,28.1,88.3,14.0,63.2,"32,961","49,000",4,1531.76,"52,830",22.5,2.8,11298.2,70.96,6.07,24.86,46.3,16.85,29.3,34.50,50.43,49.57,9,21,25,0,3,15,161,141,68,123,130,130,118,74,42,6,30,484,205,278,4.3,0.0,0.3,89.3,6.1
360550084002,913,323,221,318,0.07,4.4,40.5,88.7,4.4,100.8,"32,961","45,850",4,1436.42,"61,281",24.2,2.9,13100.5,70.96,6.07,19.88,56.9,16.85,29.3,34.50,53.56,46.44,7,19,23,0,4,9,173,129,79,83,108,124,118,58,37,4,1,434,210,268,1.6,0.0,0.6,91.8,6.0
360550084003,1002,309,309,299,0.09,11.0,33.9,71.9,28.9,84.8,"32,961","45,000",10,1406.72,"58,345",30.8,3.4,11663.0,70.96,6.07,39.56,38.1,16.85,29.3,34.50,40.78,59.22,24,14,40,0,12,20,215,180,67,113,132,109,97,42,40,1,32,570,188,212,7.8,1.3,0.6,85.8,4.5
360550085001,840,371,142,501,0.32,7.1,64.3,209.5,14.3,109.5,"28,022","78,000",4,2471.69,"60,428",16.9,1.7,2594.3,84.29,23.22,16.75,49.0,49.75,19.6,23.50,43.13,56.87,4,55,16,0,3,26,62,38,42,101,74,117,166,128,104,6,2,39,38,761,14.9,0.8,8.6,60.8,14.9
360550085002,1978,600,126,1031,0.40,4.0,20.7,81.9,14.7,32.9,"28,022","78,000",11,2449.26,"46,742",6.4,1.9,4994.7,84.29,23.22,15.13,57.8,49.75,19.6,23.50,66.50,33.50,8,49,20,1,6,34,240,145,93,227,237,287,322,215,197,6,26,245,130,1577,4.2,0.0,0.3,87.3,8.2
360550085003,860,371,24,333,0.35,0.0,12.8,16.3,1.2,23.3,"28,022","84,000",1,2657.14,"74,120",2.8,1.9,2451.3,84.29,23.22,7.24,53.7,49.75,19.6,23.50,57.68,42.32,3,90,14,0,0,12,22,45,21,75,68,91,167,131,218,5,4,28,26,802,1.1,0.0,0.8,73.4,24.7
360550086001,1483,547,138,740,1.04,0.7,42.5,74.2,21.6,39.8,"43,983","88,000",6,2750.92,"47,965",9.3,2.0,1429.8,88.07,24.36,10.29,71.7,35.22,7.9,11.60,71.12,28.88,7,50,19,0,5,12,158,110,50,186,182,225,229,141,189,3,34,115,81,1253,4.8,0.5,1.1,84.5,9.1
360550086002,949,421,108,425,0.12,0.0,22.1,37.9,2.1,43.2,"43,983","85,650",4,2677.46,"65,684",11.4,2.2,7818.3,88.07,24.36,11.98,79.2,35.22,7.9,11.60,86.22,13.78,10,5,5,0,3,8,125,67,33,127,153,144,151,72,65,9,7,90,60,792,0.2,0.0,0.0,98.6,1.2
360550086003,1567,527,168,751,0.21,3.8,26.8,61.9,12.8,31.3,"43,983","79,550",5,2500.84,"51,711",10.7,2.1,7478.8,88.07,24.36,11.34,73.1,35.22,7.9,11.60,80.27,19.73,12,25,10,0,4,5,186,104,84,251,249,219,241,104,108,5,11,242,92,1222,2.3,0.0,1.5,91.4,4.8
360550086004,576,279,46,264,0.55,5.2,31.3,59.0,8.7,64.2,"43,983","75,000",3,2344.54,"47,015",8.0,2.2,1053.0,88.07,24.36,2.70,74.0,35.22,7.9,11.60,77.78,22.22,3,14,6,0,2,10,76,38,19,80,81,80,94,54,48,1,5,45,36,490,3.9,0.0,1.1,90.0,5.0
360550087011,841,347,146,331,0.11,2.4,38.0,116.5,14.3,77.3,"32,266","60,700",6,1897.51,"51,784",17.4,2.5,7643.6,73.12,5.24,9.89,60.6,30.26,25.7,37.80,75.22,24.78,7,12,8,0,0,4,126,94,34,91,110,134,125,60,61,10,81,307,66,387,2.0,0.0,0.3,94.2,3.5
360550087012,826,340,167,301,0.13,3.6,32.7,101.7,20.6,105.3,"32,266","44,300",5,1406.72,"37,304",20.2,2.7,6225.9,73.12,5.24,5.79,55.9,30.26,25.7,37.80,45.59,54.41,15,32,27,0,6,15,127,114,56,107,84,111,124,49,50,6,67,240,120,399,13.2,2.4,0.0,75.0,9.4
360550087013,1091,393,182,433,0.25,2.7,44.9,92.6,103.6,88.0,"32,266","55,000",5,1719.33,"45,914",16.7,2.5,4376.9,73.12,5.24,6.72,66.6,30.26,25.7,37.80,64.89,35.11,5,11,16,2,2,21,148,111,66,137,150,173,137,82,79,11,130,309,143,509,6.4,1.0,1.8,88.0,2.8
360550087014,938,417,175,437,0.91,8.5,87.4,171.6,38.4,53.3,"32,266","56,000",4,1794.35,"48,083",18.7,2.2,1034.2,73.12,5.24,20.49,52.5,30.26,25.7,37.80,42.69,57.31,8,60,24,0,2,24,123,84,48,108,108,130,134,94,99,8,60,327,122,429,25.6,6.8,2.2,50.7,14.6
360550087021,809,406,154,361,0.60,8.7,97.7,123.6,26.0,91.5,"27,188","50,000",6,1617.73,"44,501",19.0,2.2,1359.6,76.62,2.41,4.52,58.6,37.57,42.6,57.50,41.63,58.37,14,30,36,0,7,16,108,75,39,98,112,118,138,62,51,6,30,306,89,384,18.7,6.2,3.7,64.0,7.4
360550087022,690,255,176,213,0.39,10.1,69.6,134.8,29.0,68.1,"27,188","44,250",3,1391.09,"52,944",25.5,3.0,1770.1,76.62,2.41,0.00,70.2,37.57,42.6,57.50,49.02,50.98,18,9,27,0,11,12,108,102,58,66,95,96,90,48,26,1,0,449,47,194,8.2,4.7,3.5,80.0,3.5
360550088001,1369,442,305,469,0.17,7.3,37.3,100.1,110.3,89.1,"32,027","59,800",9,1872.50,"45,656",22.3,2.9,8280.5,75.89,6.10,17.01,63.6,12.29,32,53.00,66.52,33.48,11,12,20,0,2,15,228,220,95,114,223,205,147,77,49,14,61,587,206,515,4.5,0.5,0.2,92.1,2.7
360550088002,1211,487,184,521,0.66,3.3,62.8,57.8,24.8,55.3,"32,027","60,500",7,1906.89,"45,195",15.2,2.3,1830.0,75.89,6.10,6.45,62.8,12.29,32,53.00,48.87,51.13,7,31,68,0,3,21,185,111,68,130,167,157,198,102,79,3,73,513,100,525,13.3,5.7,1.4,72.5,7.1
360550092001,578,182,96,279,0.27,26.0,84.8,399.7,86.5,76.1,"19,211","29,900",0,1070.67,"37,846",16.6,2.1,2175.1,54.36,12.50,9.82,50.0,22.08,34,32.30,19.78,80.22,12,25,23,0,10,15,75,76,44,52,76,92,93,43,22,1,0,297,157,124,30.5,11.3,9.0,35.0,14.1
360550092002,725,146,195,305,0.14,2.8,46.9,125.5,30.3,62.1,"19,211","25,000",1,823.90,"28,336",26.9,2.4,5331.7,54.36,12.50,24.14,48.6,22.08,34,32.30,21.92,78.08,17,25,6,0,18,6,128,125,42,75,87,86,75,52,51,1,3,223,277,222,31.0,4.9,4.9,41.5,17.6
360550093011,650,176,148,243,0.18,26.2,144.6,350.8,310.8,55.4,"13,229","22,750",3,826.15,"39,847",22.8,2.6,3570.4,59.21,14.97,53.24,32.6,20.27,68.8,78.80,9.66,90.34,8,43,21,0,4,8,125,112,57,77,82,72,60,33,28,2,0,425,136,89,38.2,5.2,11.6,20.2,24.9
360550093012,983,355,165,420,0.14,17.3,60.0,276.7,176.0,76.3,"13,229","35,700",3,1156.64,"27,899",16.8,2.3,6853.2,59.21,14.97,23.85,76.8,20.27,68.8,78.80,18.31,81.69,25,36,38,0,18,47,187,114,61,167,128,117,111,54,40,1,7,568,150,258,21.9,0.9,1.9,64.2,11.1
360550093013,746,297,210,243,0.09,17.4,55.0,132.7,97.9,97.9,"13,229","23,500",1,750.25,"26,932",28.2,3.0,8026.5,59.21,14.97,27.09,43.5,20.27,68.8,78.80,13.80,86.20,13,84,38,0,14,23,149,121,67,72,85,92,86,34,37,2,0,389,211,146,11.7,1.1,5.5,50.9,30.8
360550093021,537,176,29,329,0.07,24.2,188.1,335.2,14.9,26.1,"19,142","101,000",3,3438.65,"136,484",5.4,1.4,7613.0,84.38,34.65,0.00,71.9,9.24,35.7,64.50,14.20,85.80,3,8,7,0,0,29,42,20,40,177,90,86,45,22,13,1,34,162,29,312,60.2,0.0,3.4,31.8,4.5
360550093022,915,257,29,593,0.12,18.6,107.1,230.6,71.0,35.0,"19,142","106,100",0,3726.25,"100,407",3.2,1.5,7920.1,84.38,34.65,10.95,74.6,9.24,35.7,64.50,22.18,77.82,3,17,14,0,2,44,50,15,78,313,149,128,120,37,17,6,20,220,71,604,47.4,0.0,2.0,43.8,6.8
360550094001,1047,270,6,447,0.15,10.5,164.3,235.0,35.3,17.2,"11,709","180,000",2,8238.97,"230,438",0.6,1.5,7142.4,75.71,21.30,4.95,56.6,11.43,53.3,52.70,17.41,82.59,3,24,47,0,7,29,21,13,386,279,104,75,68,48,48,1,179,107,42,719,53.6,1.7,8.9,25.5,10.2
360550094002,1001,127,83,728,0.23,17.0,157.8,647.4,63.9,32.0,"11,709","233,500",3,15840.80,"432,255",8.3,1.4,4409.0,75.71,21.30,29.81,57.4,11.43,53.3,52.70,3.15,96.85,3,26,38,0,0,27,64,56,34,156,152,147,189,98,87,3,51,416,72,462,60.5,0.8,16.8,0.0,21.8
360550094003,1272,231,0,73,0.22,7.9,88.1,214.6,139.9,14.2,"11,709","125,000",2,6865.81,"458,379",0.0,1.2,5755.1,75.71,21.30,45.83,4.1,11.43,53.3,52.70,3.03,96.97,4,24,26,0,3,39,1,53,192,306,296,268,130,23,2,0,10,760,5,497,75.3,1.3,8.7,4.3,10.4
360550094004,1110,152,37,784,0.12,32.4,183.8,709.9,91.0,18.0,"11,709","138,600",3,7612.81,"421,930",3.3,1.2,8910.0,75.71,21.30,29.28,27.9,11.43,53.3,52.70,5.26,94.74,7,8,19,0,2,16,38,23,38,191,144,190,235,113,114,9,9,420,119,562,85.6,0.7,7.5,0.7,5.5
360550095001,830,176,37,514,0.10,3.6,65.1,110.8,18.1,45.8,"34,943","150,000",3,5126.72,"85,365",4.5,1.6,8526.8,86.65,34.37,10.02,80.7,5.89,27,40.80,43.75,56.25,2,29,7,0,6,24,46,22,38,262,174,104,91,58,30,3,123,182,38,487,28.4,0.0,0.6,54.5,16.5
360550095002,1158,326,51,557,0.13,4.3,42.3,63.0,7.8,26.8,"34,943","129,950",5,4095.12,"74,814",4.4,1.9,9162.9,86.65,34.37,8.82,63.7,5.89,27,40.80,57.36,42.64,2,19,29,0,1,16,110,70,48,226,184,171,139,107,86,7,26,545,50,537,6.2,0.0,3.3,84.3,6.2
360550095003,975,139,232,410,0.13,10.3,48.2,147.7,23.6,48.2,"34,943","110,000",0,3438.65,"71,396",23.8,2.4,7638.6,86.65,34.37,11.67,73.8,5.89,27,40.80,39.57,60.43,1,14,15,0,1,9,219,125,64,139,131,98,105,53,36,1,3,756,57,159,17.8,0.8,8.5,62.0,10.9
360550096011,678,243,139,224,0.08,33.9,72.3,265.5,69.3,54.6,"20,833","26,700",1,862.79,"47,429",20.5,2.5,8158.1,64.71,4.43,38.80,48.1,10.23,35,60.70,22.63,77.37,19,42,20,3,20,17,133,78,31,64,72,108,84,58,46,0,7,584,27,60,21.8,0.0,2.9,57.7,17.6
360550096012,865,310,229,375,0.15,22.0,97.1,300.6,247.4,28.9,"20,833","45,000",3,1652.12,"28,469",26.5,2.3,5723.5,64.71,4.43,10.60,49.6,10.23,35,60.70,26.13,73.87,19,31,33,4,11,41,152,119,57,107,95,140,112,51,26,2,4,682,77,102,27.4,2.7,4.8,54.5,10.6
360550096021,964,487,303,358,0.18,15.6,48.8,162.9,41.5,155.6,"25,898","22,800",3,718.99,"25,712",31.4,2.7,5493.9,68.32,5.96,36.39,54.3,14.63,68.3,90.40,21.36,78.64,43,106,49,7,31,24,166,154,66,107,116,148,102,60,41,2,4,638,118,204,11.4,0.8,1.3,64.1,22.4
360550096022,676,277,201,235,0.12,13.3,48.8,137.6,8.9,106.5,"25,898","25,400",2,809.65,"41,069",29.7,2.9,5592.5,68.32,5.96,23.79,52.8,14.63,68.3,90.40,22.74,77.26,22,30,37,3,25,30,143,113,42,74,92,80,65,37,27,5,1,340,118,217,11.3,2.5,1.1,74.2,10.9
360550096031,771,325,240,260,0.08,32.4,71.3,256.8,651.1,153.0,"18,634","23,550",3,750.25,"38,390",31.1,3.0,9480.3,67.88,5.49,38.99,37.7,8.21,48.8,81.50,22.77,77.23,32,44,36,7,18,27,152,111,69,63,117,97,74,48,33,2,30,382,104,255,8.9,0.6,0.3,76.3,13.9
360550096032,534,180,130,198,0.06,18.7,73.0,147.9,31.8,110.5,"18,634","25,000",0,784.64,"40,334",24.3,2.6,8656.6,67.88,5.49,11.20,42.4,8.21,48.8,81.50,25.56,74.44,18,16,25,1,15,16,97,62,42,63,42,62,80,37,44,5,4,233,88,209,8.0,0.6,2.3,79.9,9.2
360550096033,967,352,241,339,0.18,10.3,56.9,251.3,108.6,154.1,"18,634","30,000",6,937.81,"36,915",24.9,2.9,5310.8,67.88,5.49,9.42,56.7,8.21,48.8,81.50,25.28,74.72,20,31,38,1,14,28,192,132,73,104,125,125,119,54,38,2,44,362,179,382,13.3,3.2,0.9,73.8,8.9
360550096041,663,268,183,223,0.08,7.5,78.4,229.3,67.9,144.8,"17,308","22,000",8,718.99,"29,340",27.6,3.0,7812.5,49.37,3.29,6.00,53.4,7.37,61.6,90.40,23.51,76.49,33,41,47,18,24,31,145,111,58,76,75,76,63,36,19,2,10,324,101,228,7.1,0.0,3.2,73.5,16.2
360550096042,453,207,134,167,0.06,8.8,77.3,6.6,37.5,79.5,"17,308","20,000",5,625.21,"27,756",29.6,2.7,8169.2,49.37,3.29,18.18,49.2,7.37,61.6,90.40,16.91,83.09,17,41,46,3,13,10,93,72,34,55,61,52,46,19,15,5,5,196,128,124,13.9,0.0,1.2,60.2,24.7
